source,judge,advocate,ruling_title,chamber,ruling_name,ruling_type,ruling_content,case_label,ecli,lodge_date,document_date,country,main_subject
62005CO0336,Schintgen,Poiares Maduro,Order of the Court (Fifth Chamber) of 13 June 2006,Fifth Chamber,  Ameur Echouikh v Secrétaire d'État aux Anciens Combattants,  Reference for a preliminary ruling: Tribunal départemental des pensions militaires du Morbihan - France,  Article 104(3); first subparagraph; of the Rules of Procedure - Euro-Mediterranean Agreement EC-Morocco - Article 65 - Principle of non-discrimination in matters of social security - Armed services invalidity pension,  Case C-336/05,ECLI identifier: ECLI:EU:C:2006:394,15/09/2005,13/06/2006,France,LCT
61998CO0447,Schintgen,Léger,Order of the Court (Second Chamber) of 26 October 2000,Second Chamber,  Molkerei Großbraunshain GmbH and Bene Nahrungsmittel GmbH v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-447/98 P,ECLI identifier: ECLI:EU:C:2000:586,7/12/1998,26/10/2000,Germany,PROT
62006CO0276,Schintgen,Poiares Maduro,Order of the Court (Fifth Chamber) of 17 April 2007,Fifth Chamber,  Mamate El Youssfi v Office national des pensions (ONP),  Reference for a preliminary ruling: Tribunal du travail de Verviers - Belgium,  Article 104(3); first subparagraph; of the Rules of Procedure - Euro-Mediterranean Agreement EC-Morocco - Article 65 - Principle of non-discrimination in matters of social security - Statutory Guaranteed Income for Elderly Persons,  Case C-276/06,ECLI identifier: ECLI:EU:C:2007:215,26/06/2006,17/04/2007,Belgium,SESO
62005CO0336,Schintgen,Poiares Maduro,Order of the Court (Fifth Chamber) of 13 June 2006,Fifth Chamber,  Ameur Echouikh v Secrétaire d'État aux Anciens Combattants,  Reference for a preliminary ruling: Tribunal départemental des pensions militaires du Morbihan - France,  Article 104(3); first subparagraph; of the Rules of Procedure - Euro-Mediterranean Agreement EC-Morocco - Article 65 - Principle of non-discrimination in matters of social security - Armed services invalidity pension,  Case C-336/05,ECLI identifier: ECLI:EU:C:2006:394,15/09/2005,13/06/2006,France,SESO
62002CO0023,Schintgen,Alber,Order of the Court (Second Chamber) of 12 February 2003,Second Chamber,  Office national de l'emploi v Mohamed Alami,  Reference for a preliminary ruling: Cour de cassation - Belgium,  Article 104(3) of the Rules of Procedure - EEC-Morocco Cooperation Agreement - Article 41 - Principle of non-discrimination in the field of social security - Scope - Unemployment benefit,  Case C-23/02,ECLI identifier: ECLI:EU:C:2003:89,31/01/2002,12/2/2003,Belgium,SESO
62005CO0437,Schintgen,Ruiz-Jarabo Colomer,Order of the Court (Fifth Chamber) of 11 January 2007,Fifth Chamber,  Jan Vorel v Nemocnice Český Krumlov,  Reference for a preliminary ruling: Okresní soud v Českém Krumlově - Czech Republic,  First subparagraph of Article 104(3) of the Rules of Procedure - Social Policy - Protection of the health and safety of workers - Directives 93/104/EC and 2003/88/EC - Concept of ‘working time’ - Periods of inactivity during on-call duty provided by a doctor at his place of work - Classification - Effect on the remuneration of the interested party,  Case C-437/05,ECLI identifier: ECLI:EU:C:2007:23,5/12/2005,11/1/2007,Czech Republic,SOPO
62004CO0052,Schintgen,Ruiz-Jarabo Colomer,Order of the Court (Second Chamber) of 14 July 2005,Second Chamber,Personalrat der Feuerwehr Hamburg v Leiter der Feuerwehr Hamburg,Reference for a preliminary ruling: Bundesverwaltungsgericht - Germany,Article 104(3) of the Rules of Procedure - Social policy - Protection of workers’ health and safety - Directives 89/391/EEC and 93/104/EC - Scope - Operational crews of a public fire service - Inclusion - Conditions,Case C-52/04,ECLI identifier: ECLI:EU:C:2005:467,10/2/2004,14/07/2005,Germany,SOPO
62005CO0268,Schintgen,Léger,Order of the Court (Fifth Chamber) of 7 February 2006,Fifth Chamber,  Giorgio Lebedef v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-268/05 P,ECLI identifier: ECLI:EU:C:2006:86,27/06/2005,7/2/2006,,STAT
61998CO0435,Schintgen,Cosmas,Order of the Court (Second Chamber) of 30 March 2000,Second Chamber,  Sari Kristiina Jouhki v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-435/98 P,ECLI identifier: ECLI:EU:C:2000:176,30/11/1998,30/03/2000,,STAT
62003CO0320(02),Schintgen,Geelhoed,Order of the President of the Court of 27 April 2004,,  Commission of the European Communities v Republic of Austria,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-320/03 R,ECLI identifier: ECLI:EU:C:2004:231,25/07/2003,27/04/2004,Austria,TRAN
62001CO0253,Schintgen,Léger,Order of the Court (Third Chamber) of 29 January 2004,Third Chamber,  S,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-253/01,ECLI identifier: ECLI:EU:C:2004:59,2/7/2001,29/01/2004,Netherlands,TRAN
62003CO0320(01),Schintgen,Geelhoed,Order of the President of the Court of 2 October 2003,,  Commission of the European Communities v Republic of Austria,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-320/03 R,ECLI identifier: ECLI:EU:C:2003:543,25/07/2003,2/10/2003,Austria,TRAN
62003CO0320,Schintgen,Geelhoed,Order of the President of the Court of 30 July 2003,,  Commission of the European Communities v Republic of Austria,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-320/03 R,ECLI identifier: ECLI:EU:C:2003:423,25/07/2003,30/07/2003,Austria,TRAN
61993CO0064(01),Schockweiler,Darmon,Order of the President of the Court of 9 July 1993,,  Donatab Srl and others v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-64/93 R,ECLI identifier: ECLI:EU:C:1993:295,12/3/1993,9/7/1993,Italy,AGRI
61993CO0257(01),Schockweiler,Gulmann,Order of the President of the Court of 6 July 1993,,  Léon Van Parijs NV and others v Council of the European Communities and Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-257/93 R,ECLI identifier: ECLI:EU:C:1993:287,9/6/1993,6/7/1993,Netherlands,AGRI
61993CO0280,Schockweiler,Gulmann,Order of the Court of 29 June 1993,,  Federal Republic of Germany v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-280/93 R,ECLI identifier: ECLI:EU:C:1993:270,14/05/1993,29/06/1993,Germany,AGRI
61993CO0064,Schockweiler,Darmon,Order of the Court of 28 June 1993,,  Donatab Srl and others v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-64/93,ECLI identifier: ECLI:EU:C:1993:266,12/3/1993,28/06/1993,Italy,AGRI
61993CO0276,Schockweiler,Gulmann,Order of the Court of 21 June 1993,,  Chiquita Banana Company BV and others v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-276/93,ECLI identifier: ECLI:EU:C:1993:251,13/05/1993,21/06/1993,Bermuda; Italy; Provisional data; Belgium; Germany; Netherlands,AGRI
61993CO0257,Schockweiler,Gulmann,Order of the Court of 21 June 1993,,  Léon Van Parijs NV and Others v Council of the European Communities and Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-257/93,ECLI identifier: ECLI:EU:C:1993:249,27/04/1993,21/06/1993,Netherlands,AGRI
61992CO0131,Schockweiler,Gulmann,Order of the Court of 24 May 1993,,  Thierry Arnaud and others v Council of the European Communities,  Fisheries - Prohibition on driftnets of more than 2,5 km in length - Limited derogation in favour of tuna fishermen - Action for annulment brought by fishermen - Inadmissibility,  Case C-131/92,ECLI identifier: ECLI:EU:C:1993:200,23/04/1992,24/05/1993,France,AGRI
61991CO0232,Schockweiler,Van Gerven,Order of the Court of 14 November 1991,,  Odette Nikou Petridi AE and Syllogos Kapnemporon Makedonias kai Thrakis v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases C-232/91 and C-233/91,ECLI identifier: ECLI:EU:C:1991:426,17/09/1991,14/11/1991,Greece,AGRI
61991CO0213,Schockweiler,Van Gerven,Order of the President of the Court of 18 October 1991,,  Abertal SAT Ltda and others v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-213/91 R,ECLI identifier: ECLI:EU:C:1991:399,12/8/1991,18/10/1991,Spain,AGRI
61991CO0066,Schockweiler,Mischo,Order of the Court of 8 March 1991,,  Emerald Meats Ltd v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Cases C-66/91 and C-66/91 R,ECLI identifier: ECLI:EU:C:1991:110,15/02/1991,8/3/1991,Ireland,AGRI
61990CO0106,Schockweiler,Mischo,Order of the President of the Court of 14 August 1990,,  Emerald Meats Limited v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-106/90 R,ECLI identifier: ECLI:EU:C:1990:316,13/07/1990,14/08/1990,Ireland,AGRI
61988CO0092,Schockweiler,Lenz,Order of the President of the Court of 2 May 1988,,  Associazione industrie siderurgiche italiane (Assider) v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 92/88 R,ECLI identifier: ECLI:EU:C:1988:222,30/03/1988,2/5/1988,Italy,CECA
61987CO0223,Schockweiler,Lenz,Order of the President of the Court of 10 August 1987,,  Associazione industrie siderurgiche italiane (Assider) v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 223/87 R,ECLI identifier: ECLI:EU:C:1987:363,17/07/1987,10/8/1987,Italy,CECA
61987CO0209,Schockweiler,Lenz,Order of the President of the Court of 10 August 1987,,"  Association des aciéries européennes indépendantes - European Independent Steelworks Association ""EISA"" v Commission of the European Communities",Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 209/87 R,ECLI identifier: ECLI:EU:C:1987:361,9/7/1987,10/8/1987,Belgium,CECA
61987CO0214,Schockweiler,Lenz,Order of the President of the Court of 10 August 1987,,  Cockerill-Sambre v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 214/87 R,ECLI identifier: ECLI:EU:C:1987:362,13/07/1987,10/8/1987,Belgium,CECA
61993CO0019,Schockweiler,Tesauro,Order of the Court (Sixth Chamber) of 24 April 1996,Sixth Chamber,  Rendo NV; Centraal Overijsselse Nutsbedrijven NV and Regionaal Energiebedrijf Salland NV v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-19/93 P,ECLI identifier: ECLI:EU:C:1996:158,21/01/1993,24/04/1996,Netherlands,CONC
61992CO0222(01),Schockweiler,Tesauro,Order of the Court (Second Chamber) of 30 November 1994,Second Chamber,  Syndicat Français de l'Express International; DHL International SA; Service CRIE SA and May Courier SARL v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-222/92 - DEPE,ECLI identifier: ECLI:EU:C:1994:396,19/09/1994,30/11/1994,France,CONC
61990CO0294,Schockweiler,Cosmas,Order of the Court (Second Chamber) of 30 November 1994,Second Chamber,  British Aerospace Public Ltd Company v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-294/90 - DEPE,ECLI identifier: ECLI:EU:C:1994:395,15/04/1994,30/11/1994,United Kingdom,CONC
61992CO0295(01),Schockweiler,Lenz,Order of the President of the Court of 12 October 1992,,  Landbouwschap v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-295/92 R,ECLI identifier: ECLI:EU:C:1992:380,2/7/1992,12/10/1992,Netherlands,CONC
61992CO0295,Schockweiler,Lenz,Order of the Court of 30 September 1992,,  Landbouwschap v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-295/92,ECLI identifier: ECLI:EU:C:1992:365,2/7/1992,30/09/1992,Netherlands,CONC
61991CO0225,Schockweiler,Van Gerven,Order of the President of the Court of 4 December 1991,,  Matra SA v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-225/91 R,ECLI identifier: ECLI:EU:C:1991:460,6/9/1991,4/12/1991,France,CONC
61991CO0232,Schockweiler,Van Gerven,Order of the Court of 14 November 1991,,  Odette Nikou Petridi AE and Syllogos Kapnemporon Makedonias kai Thrakis v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases C-232/91 and C-233/91,ECLI identifier: ECLI:EU:C:1991:426,17/09/1991,14/11/1991,Greece,CONC
61990CO0066,Schockweiler,Van Gerven,Order of the Court of 4 June 1991,,  Koninklijke PTT Nederland NV and PTT Post BV v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-66/90,ECLI identifier: ECLI:EU:C:1991:235,15/03/1990,4/6/1991,Netherlands,CONC
61990CO0195(01),Schockweiler,Jacobs,Order of the Court of 12 July 1990,,  Commission of the European Communities v Federal Republic of Germany,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-195/90 R,ECLI identifier: ECLI:EU:C:1990:314,23/06/1990,12/7/1990,Germany,ENV
61990CO0195,Schockweiler,Jacobs,Order of the President of the Court of 28 June 1990,,  Commission of the European Communities v Federal Republic of Germany,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-195/90 R,ECLI identifier: ECLI:EU:C:1990:271,23/06/1990,28/06/1990,Germany,ENV
61993CO0257(01),Schockweiler,Gulmann,Order of the President of the Court of 6 July 1993,,  Léon Van Parijs NV and others v Council of the European Communities and Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-257/93 R,ECLI identifier: ECLI:EU:C:1993:287,9/6/1993,6/7/1993,Netherlands,EXT
61993CO0280,Schockweiler,Gulmann,Order of the Court of 29 June 1993,,  Federal Republic of Germany v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-280/93 R,ECLI identifier: ECLI:EU:C:1993:270,14/05/1993,29/06/1993,Germany,EXT
61993CO0276,Schockweiler,Gulmann,Order of the Court of 21 June 1993,,  Chiquita Banana Company BV and others v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-276/93,ECLI identifier: ECLI:EU:C:1993:251,13/05/1993,21/06/1993,Bermuda; Italy; Provisional data; Belgium; Germany; Netherlands,EXT
