source,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,ruling_type,ruling_content
62012CO0343,Case Câ343/12,EU:C:2013:154,Order,Kasel,Wahl,Belgium,Belgium-Sixth Chamber,Sixth Chamber,2,2012-07-19,2013-03-07,2013,3,2012.0,7.0,231 days 00:00:00.000000000,1,0,Order of the Court (Sixth Chamber); 7 March 2013.,Euronics Belgium CVBA v Kamera Express BV and Kamera Express Belgium BVBA.,Request for a preliminary ruling from the rechtbank van koophandel te Gent.,Article 99 of the Rules of Procedure — Directive 2005/29/EC — National legislation laying down a general prohibition of offering for sale or selling goods at a loss.
62001CO0406,  Case C-406/01,EU:C:2002:304,Order,La Pergola,Stix-Hackl,Germany,Germany-not_specified,not_specified,3,2001-10-12,2002-05-17,2002,5,2001.0,10.0,217 days 00:00:00.000000000,1,0,Order of the Court of 17 May 2002. , Federal Republic of Germany v European Parliament and Council of the European Union. ,not_specified, Action for annulment - Manifest inadmissibility. 
62014CO0092,Case Câ92/14,EU:C:2014:2051,Order,Levits,Kokott,Romania,Romania-Sixth Chamber,Sixth Chamber,4,2014-02-25,2014-07-03,2014,7,2014.0,2.0,128 days 00:00:00.000000000,1,0,Order of the Court (Sixth Chamber); 3 July 2014.,Liliana Tudoran and Others v SC Suport Colect SRL.,Request for a preliminary ruling from the Judecătoria Câmpulung.,Reference for a preliminary ruling — Directives 93/13/EEC and 2008/48/EC — Application ratione temporis and ratione materiae — Events occurring prior to the accession of Romania to the European Union — Charter of Fundamental Rights of the European Union — Lack of implementation of EU Law — Manifest lack of jurisdiction — Articles 49 TFEU and 56 TFEU — Manifest inadmissibility.
62014CO0169,  Case C-169/14,EU:C:2014:1388,Order,Levits,Wahl,Spain,Spain-not_specified,not_specified,3,2014-04-07,2014-06-05,2014,6,2014.0,4.0,59 days 00:00:00.000000000,1,0,Order of the President of the Court of 5 June 2014. , Juan Carlos Sánchez Morcillo and María del Carmen Abril García v Banco Bilbao Vizcaya Argentaria SA. , Reference for a preliminary ruling: Audiencia Provincial de Castellón - Spain. , Expedited procedure. 
62014CO0381,Joined Cases C-381/14 and C-385/14,EU:C:2016:909,Order,Levits,Szpunar,Spain,Spain-First Chamber,First Chamber,2,2016-04-14,2016-11-29,2016,11,2016.0,4.0,229 days 00:00:00.000000000,1,1,Order of the Court (First Chamber) of 29 November 2016.,Jorge Sales Sinués and Youssouf Drame Ba v Caixabank SA and Catalunya Caixa SA (Catalunya Banc S.A.).,Requests for a preliminary ruling from the Juzgado de lo Mercantil No 9 de Barcelona.,Rectification order.
62014CO0122,Case C-122/14,EU:C:2016:486,Order,Levits,Szpunar,Spain,Spain-Tenth Chamber,Tenth Chamber,2,2014-03-14,2016-06-21,2016,6,2014.0,3.0,830 days 00:00:00.000000000,1,0,Order of the Court (Tenth Chamber) of 21 June 2016.,Aktiv Kapital Portfolio AS; Oslo; succursale à Zug; formerly Aktiv Kapital Portfolio Invesment v Angel Luis Egea Torregrosa.,Request for a preliminary ruling from the Juzgado de Primera Instancia de Cartagena.,Reference for a preliminary ruling — Directive 93/13/EEC — Unfair terms in consumer contracts — Order for payment procedure — Enforcement proceedings –– Powers of the national court responsible for enforcement to raise of its own motion the fact that the unfair term is invalid –– Principle of effectiveness –– Principle of res judicata).
62015CO0613,Case C-613/15,EU:C:2016:195,Order,Levits,Szpunar,Spain,Spain-Tenth Chamber,Tenth Chamber,2,2015-11-20,2016-03-17,2016,3,2015.0,11.0,118 days 00:00:00.000000000,1,0,Order of the Court (Tenth Chamber) of 17 March 2016.,Ibercaja Banco SAU v José Cortés González.,Request for a preliminary ruling from the Juzgado de Primera Instancia n° 5 de Alcobendas.,Reference for a preliminary ruling — Directive 93/13/EEC — Unfair terms in consumer contracts — Mortgage loans — Term relating to default interest — Early repayment term — Power of the national court — Time limit.
62014CO0090,Case C-90/14,EU:C:2015:465,Order,Levits,Wahl,Spain,Spain-Sixth Chamber,Sixth Chamber,2,2014-02-24,2015-07-08,2015,7,2014.0,2.0,499 days 00:00:00.000000000,1,0,Order of the Court (Sixth Chamber) of 8 July 2015.,Banco Grupo Cajatres SA v María Mercedes Manjón Pinilla and Comunidad Hereditaria formada al fallecimiento de D. M. A. Viana Gordejuela.,Request for a preliminary ruling from the Juzgado de Primera Instancia e Instrucción n° 1 de Miranda de Ebro.,Reference for a preliminary ruling — Directive 93/13/EEC — Contract entered into between a seller or a supplier and a consumer — Mortgage contract — Default interest clause — Early repayment clause — Mortgage enforcement proceedings — Moderation of the amount of interest — Powers of the national court.
62013CO0602,Case C-602/13,EU:C:2015:397,Order,Levits,Wahl,Spain,Spain-Sixth Chamber,Sixth Chamber,2,2013-11-25,2015-06-11,2015,6,2013.0,11.0,563 days 00:00:00.000000000,1,0,Order of the Court (Sixth Chamber) of 11 June 2015.,Banco Bilbao Vizcaya Argentaria; SA v Fernando Quintano Ujeta and María Isabel Sánchez García.,Request for a preliminary ruling from the Juzgado de Primera Instancia.,Reference for a preliminary ruling — Directive 93/13/EEC — Contractual relationship between a seller or a supplier and a consumer — Mortgage contract — Default interest clause — Early repayment clause — Mortgage enforcement proceedings — Moderation of the amount of interest — Powers of the national court).
62017CO0259,Case C-259/17,EU:C:2017:905,Order,Prechal,Wahl,Hungary,Hungary-Seventh Chamber,Seventh Chamber,4,2017-05-16,2017-11-21,2017,11,2017.0,5.0,189 days 00:00:00.000000000,1,0,Order of the Court (Seventh Chamber) of 21 November 2017.,Zoltán Rózsavölgyi and Zoltánné Rózsavölgyi v Unicredit Leasing Hungary Zrt. and Unicredit Leasing Immo Truck Zrt.,Request for a preliminary ruling from the Budai Központi Kerületi Bíróság.,Reference for a preliminary ruling — Article 53(2) and Article 94 of the Rules of Procedure of the Court of Justice — Consumer protection — Unfair terms in consumer contracts — Loan contract denominated in a foreign currency — Insufficient information regarding the factual and regulatory context of the dispute in the main proceedings and the reasons justifying the need for an answer to the questions referred for a preliminary ruling — Manifest inadmissibility.
62017CO0119,Case C-119/17,EU:C:2018:103,Order,Prechal,Wahl,Romania,Romania-Seventh Chamber,Seventh Chamber,2,2017-03-06,2018-02-22,2018,2,2017.0,3.0,353 days 00:00:00.000000000,1,0,Order of the Court (Seventh Chamber) of 22 February 2018.,Liviu Petru Lupean and Oana Andreea Lupean v SC OTP BAAK Nyrt.,not_specified,Request for a preliminary ruling from the Tribunalul Sibiu.
62017CO0232,Case C-232/17,EU:C:2017:907,Order,Prechal,Wahl,Hungary,Hungary-Seventh Chamber,Seventh Chamber,2,2017-05-04,2017-11-21,2017,11,2017.0,5.0,201 days 00:00:00.000000000,1,0,Order of the Court (Seventh Chamber) of 21 November 2017.,VE v WD.,Request for a preliminary ruling from the Budai Központi Kerületi Bíróság.,Reference for a preliminary ruling — Article 53(2) and Article 94 of the Rules of Procedure of the Court of Justice — Consumer protection — Directive 93/13/EEC — Unfair terms in consumer contracts — Credit agreement denominated in a foreign currency — Lack of sufficient information concerning the factual and legal context of the dispute in the main proceedings and the reasons justifying the need for a reply to the questions referred — Manifest inadmissibility.
62013CO0298,  Case C-298/13,EU:C:2014:72,Order,Prechal,Wahl,France,France-not_specified,not_specified,2,2013-05-30,2014-01-31,2014,1,2013.0,5.0,246 days 00:00:00.000000000,1,0,Order of the President of the Court of 31 January 2014. , Facet SA and Others v Saïda Bouchelaghem and Others. , Reference for a preliminary ruling: Tribunal d'instance d'Orléans - France. , Removal from the register. 
62017CO0126,Case C-126/17,EU:C:2018:107,Order,Prechal,Wahl,Hungary,Hungary-Seventh Chamber,Seventh Chamber,1,2017-03-10,2018-02-22,2018,2,2017.0,3.0,349 days 00:00:00.000000000,1,0,Order of the Court (Seventh Chamber) of 22 February 2018.,ERSTE Bank Hungary Zrt v Orsolya Czakó.,not_specified,Request for a preliminary ruling from the Fővárosi Törvényszék.
62015CO0511,Joined Cases C-511/15 and C-512/15,EU:C:2016:787,Order,Regan,Sharpston,Croatia,Croatia-Sixth Chamber,Sixth Chamber,2,2015-09-25,2016-10-12,2016,10,2015.0,9.0,383 days 00:00:00.000000000,1,1,Order of the Court (Sixth Chamber) of 12 October 2016.,Renata Horžić and Siniša Pušić v Privredna banka Zagreb and Božo Prka.,References for a preliminary ruling from the Prekršajni Sud u Bjelovaru.,References for a preliminary ruling — Article 99 of the Rules of Procedure of the Court of Justice — Agreements concerning credit for consumers — Directive 2008/48/EC — Credit agreement for immovable property — Variable interest rates — Obligations on the creditor — National legislation applicable to agreements existing at the date on which that legislation comes into force — Inapplicability of Directive 2008/48.
62017CO0446,Case C-446/17,EU:C:2017:954,Order,Safjan,Mengozzi,Belgium,Belgium-Eighth Chamber,Eighth Chamber,2,2017-07-24,2017-12-07,2017,12,2017.0,7.0,136 days 00:00:00.000000000,1,0,Order of the Court (Eighth Chamber) of 7 December 2017.,Woonhaven Antwerpen BV CVBA v Khalid Berkani and Asmae Hajji.,Request for a preliminary ruling from the Vredegerecht te Antwerpen.,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court of Justice — Unfair terms — Rental contract concluded between a recognised social housing association and a tenant — Model rental contract made binding by an act of national legislation — Directive 93/13/EEC — Article 1(2) — Inapplicability of that directive.
62015CO0637,Case C-637/15 P,EU:C:2016:812,Order,Safjan,Bot,Netherlands,Netherlands-Eighth Chamber,Eighth Chamber,2,2015-12-01,2016-10-25,2016,10,2015.0,12.0,329 days 00:00:00.000000000,1,0,Order of the Court (Eighth Chamber) of 25 October 2016.,VSM Geneesmiddelen BV v European Commission.,not_specified,Appeal — Article 181 of the Rules of Procedure of the Court of Justice — Public health — Consumer protection — Regulation (EC) No 1924/2006 — Health claims on foods — Article 13(3) — Community list of permitted health claims on foods — Botanical substances — Claims on hold — Action for failure to act and for annulment — Definition of position by the European Commission — Challengeable act.
62011CO0433,  Case C-433/11,EU:C:2012:702,Order,Safjan,Kokott,Slovakia,Slovakia-Fifth Chamber,Fifth Chamber,2,2011-08-22,2012-11-08,2012,11,2011.0,8.0,444 days 00:00:00.000000000,1,0,Order of the Court (Fifth Chamber) of 8 November 2012. , SKP k.s. v Kveta Polhošová. , Reference for a preliminary ruling: Krajský súd v Prešove - Slovakia. , Reference for a preliminary ruling - Lack of adequate information on the factual and legal context of the dispute in the main proceedings - Questions submitted in a context which precludes any useful answer - Lack of information on the reasons justifying the need for a reply to the questions referred - Manifest inadmissibility. 
62011CO0252,  Case C-252/11,EU:C:2012:653,Order,Safjan,Kokott,Slovakia,Slovakia-First Chamber,First Chamber,2,2011-05-23,2012-10-22,2012,10,2011.0,5.0,518 days 00:00:00.000000000,1,0,Order of the Court (First Chamber) of 22 October 2012. , Erika Šujetová v Rapid life životná poisťovňa; a.s.. , Reference for a preliminary ruling: Krajský súd v Prešove - Slovakia. , Reference for a preliminary ruling - No need to adjudicate. 
62010CO0032,  Case C-32/10,EU:C:2011:288,Order,Safjan,Mengozzi,Bulgaria,Bulgaria-Fifth Chamber,Fifth Chamber,2,2010-01-20,2011-05-11,2011,5,2010.0,1.0,476 days 00:00:00.000000000,1,0,Order of the Court (Fifth Chamber) of 11 May 2011.,Tony Georgiev Semerdzhiev v Del-Pi-Krasimira Mancheva.,Reference for a preliminary ruling: Varhoven kasatsionen sad - Bulgaria.,Article 92(1) of the Rules of Procedure - Directive 90/314/EEC - Package travel; package holidays and package tours - Facts preceding the accession of the Republic of Bulgaria to the European Union - Manifest lack of jurisdiction of the Court to answer the questions referred.
61998CO0447,  Case C-447/98 P,EU:C:2000:586,Order,Schintgen,LÃ©ger,Germany,Germany-Second Chamber,Second Chamber,2,1998-12-07,2000-10-26,2000,10,1998.0,12.0,689 days 00:00:00.000000000,1,0,Order of the Court (Second Chamber) of 26 October 2000. , Molkerei Großbraunshain GmbH and Bene Nahrungsmittel GmbH v Commission of the European Communities. ,not_specified," Community protection of designations of origin - Commission Regulation registering the designation ""Altenburger Ziegenkäse"" - Application for annulment - Inadmissibility - Appeal manifestly ill-founded. "
62009CO0143,  Case C-143/09,EU:C:2009:564,Order,Timmermans,Ruiz-Jarabo Colomer,Hungary,Hungary-Second Chamber,Second Chamber,5,2009-04-23,2009-09-17,2009,9,2009.0,4.0,147 days 00:00:00.000000000,1,0,Order of the Court (Second Chamber) of 17 September 2009. , Pannon GSM Távközlési rt v Nemzeti Hírközlési Hatóság Tanácsa. , Reference for a preliminary ruling: Fővárosi Bíróság - Hungary. , Article 104(3); first subparagraph; of the Rules of Procedure - Accession to the European Union - Directive 2002/22/EC - Application ratione temporis - Jurisdiction of the Court. 
62014CO0539,Case C-539/14,EU:C:2015:508,Order,Tizzano,Wahl,Spain,Spain-First Chamber,First Chamber,3,2014-11-27,2015-07-16,2015,7,2014.0,11.0,231 days 00:00:00.000000000,1,0,Order of the Court (First Chamber) of 16 July 2015.,Juan Carlos Sánchez Morcillo and María del Carmen Abril García v Banco Bilbao Vizcaya Argentaria; SA.,Request for a preliminary ruling from the Audiencia Provincial de Castellón.,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court of Justice — Directive 93/13/EEC — Article 7 — Charter of Fundamental Rights of the European Union — Articles 7 and 47 — Consumer contracts — Mortgage loan contract — Unfair terms — Mortgage enforcement proceedings — Right of appeal.
